title,category
"젠슨 황 ""SK하이닉스는 최대 메모리 파트너""…공동설계 공식화",IT_Science
"유나이티드항공 CEO ""항공권 올라도 부유층은 탄다""",IT_Science
“AI 구축은 이제 시작”... 젠슨 황 “SK와 협력 규모 상당히 커질 것”,IT_Science
"삼성重, LNG운반선 1척 수주…상선 목표 91% 달성",IT_Science
‘사망 위험 2배’ 근력 부족…‘앉았다 일어서기’로 측정하는 법,IT_Science
TJ 만날 때는 가죽 재킷·장병규는 면 재킷⋯젠슨 황의 '재킷 교체' 눈길,IT_Science
"[주간 클라우드 동향/6월①] 젠슨 황, 방한 후 종횡무진…핵심 키워드로 떠오른 'AI·클라우드'",IT_Science
"‘각 세종 4배’ 초대형 AI 팩토리 짓는다…네이버, 엔비디아와 글로벌 인프라 공략",IT_Science
"젠슨황x이해진, 오늘 네이버 '비전스테이지'서 치지직 생방송",IT_Science
"“GW급 AI 팩토리, 2027년 첫 가동”…SKT, 엔비디아 ‘클라우드 파트너’ 합류",IT_Science
"네이버-엔비디아, 국내 최초 기가와트급 AI팩토리 짓는다…각 세종 4배 규모(종합)",IT_Science
"SKT-엔비디아, 韓 GW급 AI팩토리 짓는다…亞 최대 AI 인프라(종합)",IT_Science
美 40개 신의료기기 메디케어 우선 적용...K의료기기 수혜 기업은?,IT_Science
"잠실 달군 젠슨 황, 이번엔 두산과 AI팩토리 손잡았다",IT_Science
"가스공사, LNG 캐나다 수도권 첫 입항…키티맷~인천 8500㎞ 12~13일이면 운송",IT_Science
"HBM만? 노! SK·엔비디아, 칩부터 데이터센터까지 'AI 풀스택 깐부' 맺었다",IT_Science
"SKT, 엔비디아와 GW급 ‘AI 팩토리’ 짓는다… 2027년 한국서 첫 가동",IT_Science
"""소버린 넘어 피지컬 AI까지""…엔비디아 손잡은 네이버, 세종 넘어 데이터센터 글로벌 확장",IT_Science
"디앤디파마텍, 빅딜 기대감에 '강세'…에임드바이오·이뮨온시아 ↓[바이오 맥짚기]",IT_Science
"엔비디아, 네이버와 기가와트급 AI 팩토리 구축 협력",IT_Science
